bus_number,stop_sequence,stop_name
242 - Andheri Bus Station West to Andheri Bus Station West,19,Lokhandwala Complex Junction (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,20,Dhake Colony (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,21,Shahajiraje Sports Complex (Andheri West) #3
242 - Andheri Bus Station West to Andheri Bus Station West,22,Andheri Bus Station West (Andheri West) #6
242 - Andheri Bus Station West to Andheri Bus Station West,23,Green Park (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,24,Amboli Village (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,25,Jeevan Nagar (Andheri West) #4
242 - Andheri Bus Station West to Andheri Bus Station West,26,Monginis Cake Company (Andheri West) #1
242 - Andheri Bus Station West to Andheri Bus Station West,27,Raj Kumar (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,28,Kolsite Industrial Or Juchandra Society (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,29,Monginis Cake Company (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,30,Milat Nagar (Andheri West) #2
242 - Andheri Bus Station West to Andheri Bus Station West,31,Adarsh Nagar (Andheri West) #5
242 - Andheri Bus Station West to Andheri Bus Station West,32,Oshiwara Police Station (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,1,Raj Kumar (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,2,Navrang Talkies (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,3,Machhalimar (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,4,Pratap Society (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,5,Vesave Or Yari Road Bus Station (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,6,Seven Bungalows Garden (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,7,Pratap Society (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,8,Ganga Bhavan (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,9,Andheri Market (Andheri West) #3
249 - Andheri Bus Station West to Andheri Bus Station West,10,Dhake Colony (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,11,Indian Oil Nagar (Andheri West) #3
249 - Andheri Bus Station West to Andheri Bus Station West,12,Picnic Cottage (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,13,Vinay Industry Or Subkuch Market Or Adarsh Nagar (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,14,Four Bungalow (Andheri West) #3
249 - Andheri Bus Station West to Andheri Bus Station West,15,Four Bungalow (Andheri West) #4
249 - Andheri Bus Station West to Andheri Bus Station West,16,Picnic Cottage (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,17,Dhake Colony (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,18,Shahajiraje Sports Complex (Andheri West) #3
249 - Andheri Bus Station West to Andheri Bus Station West,19,Machhalimar (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,20,Andheri Bus Station West (Andheri West) #6
249 - Andheri Bus Station West to Andheri Bus Station West,21,Seven Bungalow Bus Station (Andheri West) #1
249 - Andheri Bus Station West to Andheri Bus Station West,22,Seven Bungalow Bus Station (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,23,Seven Bungalows Garden (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,24,Raj Kumar (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,25,Shahajiraje Sports Complex (Andheri West) #4
249 - Andheri Bus Station West to Andheri Bus Station West,26,Yari Road (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,27,Indian Oil Nagar (Andheri West) #4
249 - Andheri Bus Station West to Andheri Bus Station West,28,Vesave Village (Andheri West) #2
249 - Andheri Bus Station West to Andheri Bus Station West,29,Riddhi Siddhi (Andheri West) #2
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,1,Andheri Bus Station West (Andheri West) #6
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,2,Shahajiraje Sports Complex (Andheri West) #4
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,3,Dhake Colony (Andheri West) #1
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,4,Four Bungalow (Andheri West) #5
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,5,RTO Or New Vikas Housing Society (Andheri West) #2
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,6,B S E S Sub Station Or Swami Samarth Nagar (Andheri West) #1
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,7,Mhadeshwar Mandir (Andheri West) #1
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,8,Mhada Colony Or Four Bungalow (Andheri West) #2
252 - Andheri Bus Station West to Sardar Vallabhbhai Patel Nagar Or Park Street,9,Jankidevi Vidyalaya (Andheri West) #1
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,1,Sardar Vallabhbhai Patel Nagar Or Park Street
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,2,Jankidevi Vidyalaya (Andheri West) #2
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,3,Mhada Colony Or Four Bungalow (Andheri West) #1
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,4,Mhadeshwar Mandir (Andheri West) #2
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,5,B S E S Sub Station Or Swami Samarth Nagar (Andheri West) #2
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,6,RTO Or New Vikas Housing Society (Andheri West) #1
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,7,Four Bungalow (Andheri West) #1
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,8,Dhake Colony (Andheri West) #2
252 - Sardar Vallabhbhai Patel Nagar Or Park Street to Andheri Bus Station West,9,Shahajiraje Sports Complex (Andheri West) #3
255 - J V P D Bus Station to Pratiksha Nagar Depot,1,J V P D Bus Station (Juhu) #3
255 - J V P D Bus Station to Pratiksha Nagar Depot,2,Sukhmani Housing Society (MHADA Colony) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,3,Bharatiya Arogya Nidhi Hospital (Juhu) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,4,Juhu Bus Station #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,5,Juhu Hotel #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,6,Parsi Colony Juhu #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,7,Juhu Beach #4
255 - J V P D Bus Station to Pratiksha Nagar Depot,8,Royal Hotel (Juhu) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,9,Juhu Tara #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,10,Juhu Koliwada #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,11,Balkanji Bari School (Santacruz West) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,12,Santacruz Police Station (Santacruz West) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,13,Santacruz Station Road (Santacruz West) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,14,Saint Teresa Convent School (Santacruz West) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,15,Khar Station Road West (Khar West) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,16,Old Khar (Khar West) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,17,National College (Khar West) #5
255 - J V P D Bus Station to Pratiksha Nagar Depot,18,Bandra Talkies Or Shroff Eye Hospital (Bandra West) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,19,Jarimari Or Bandra Talao
255 - J V P D Bus Station to Pratiksha Nagar Depot,20,Kherwadi (Bandra East) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,21,Padmashree Mohammed Rafi Chowk Bandra
255 - J V P D Bus Station to Pratiksha Nagar Depot,22,Gandhi Nagar Chetana College (Bandra East)
255 - J V P D Bus Station to Pratiksha Nagar Depot,23,Kala Nagar (Bandra East) #3
255 - J V P D Bus Station to Pratiksha Nagar Depot,24,Bandra Station West or Padmashree Mohammed Rafi Chowk (Bandra West) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,25,M I G Colony Kala Nagar (Bandra East) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,26,Kala Nagar (Bandra East) #4
255 - J V P D Bus Station to Pratiksha Nagar Depot,27,Dharavi Flyover Or Mahim Phatak (Sheshwadi) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,28,Mahim Phatak (Dharavi) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,29,Shahu Nagar (Dharavi) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,30,Matunga Labour Camp (Dharavi) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,31,Kumbharwada (Dharavi) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,32,Rani Laxmibai Chowk (Sion) #9
255 - J V P D Bus Station to Pratiksha Nagar Depot,33,Rani Laxmi Chowk Or Roopam Cinema (Sion) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,34,Sion Koliwada #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,35,Lokmanya Tilak Hospital (Sion) #4
255 - J V P D Bus Station to Pratiksha Nagar Depot,36,Pratiksha Nagar Number 1 Or Samaj Mandir
255 - J V P D Bus Station to Pratiksha Nagar Depot,37,Transit Camp Dispensary (Sion) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,38,Samaj Mandir Hall Or Sardar Nagar (Sion) #1
255 - J V P D Bus Station to Pratiksha Nagar Depot,39,Guru Tegh Bahadur Nagar Railway Station (Sion) #2
255 - J V P D Bus Station to Pratiksha Nagar Depot,40,Samaj Mandir Hall Or Sardar Nagar (Sion) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,1,Rawli Camp (Sion) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,2,Karmaveer Dada Saheb Gayakwad Nagar (Sion) #3
255 - Pratiksha Nagar Depot to J V P D Bus Station,3,Samaj Mandir Hall
255 - Pratiksha Nagar Depot to J V P D Bus Station,4,Samaj Mandir Hall Or Pratiksha Nagar 1
255 - Pratiksha Nagar Depot to J V P D Bus Station,5,Transit Camp Dispensary (Sion) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,6,Guru Tegh Bahadur Nagar Railway Station (Sion) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,7,BEST Receiving Centre Or Sunder Vihar (Sion) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,8,Pratiksha Nagar Depot (Sion) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,9,Lokmanya Tilak Hospital
255 - Pratiksha Nagar Depot to J V P D Bus Station,10,Sion Koliwada #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,11,Rani Laxmi Chowk Or Roopam Cinema (Sion) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,12,Rani Laxmibai Chowk (Sion) #8
255 - Pratiksha Nagar Depot to J V P D Bus Station,13,Kumbharwada (Dharavi) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,14,Matunga Labour Camp (Dharavi) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,15,Shahu Nagar (Dharavi) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,16,Mahim Phatak (Dharavi) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,17,Dharavi Flyover Or Mahim Phatak (Sheshwadi) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,18,Kala Nagar (Bandra East) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,19,M I G Colony Kala Nagar (Bandra East) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,20,Kala Nagar (Bandra East) #5
255 - Pratiksha Nagar Depot to J V P D Bus Station,21,Gandhi Nagar (Bandra East)
255 - Pratiksha Nagar Depot to J V P D Bus Station,22,Bandra Station West or Padmashree Mohammed Rafi Chowk (Bandra West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,23,Kherwadi (Bandra East) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,24,Kherwadi Junction (Bandra East) #3
255 - Pratiksha Nagar Depot to J V P D Bus Station,25,Bandra Talkies Or Shroff Eye Hospital (Bandra West) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,26,National College (Khar West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,27,Old Khar (Khar West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,28,Khar Station Road West (Khar West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,29,Saint Teresa Convent School (Santacruz West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,30,Santacruz Station Road (Santacruz West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,31,Santacruz Station Road Or Kashibai Hospital (Santacruz West) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,32,Santacruz Police Station (Santacruz West) #3
255 - Pratiksha Nagar Depot to J V P D Bus Station,33,Balkanji Bari School (Santacruz West) #1
255 - Pratiksha Nagar Depot to J V P D Bus Station,34,Juhu Koliwada #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,35,Manekji Cooper School
255 - Pratiksha Nagar Depot to J V P D Bus Station,36,Juhu Tara #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,37,Royal Hotel (Juhu) #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,38,Juhu Beach #3
255 - Pratiksha Nagar Depot to J V P D Bus Station,39,Parsi Colony Juhu #2
255 - Pratiksha Nagar Depot to J V P D Bus Station,40,Juhu Bus Station #4
255 - Pratiksha Nagar Depot to J V P D Bus Station,41,Bharatiya Arogya Nidhi Hospital (Juhu) #1
257 - Andheri Bus Station West to Andheri Bus Station West,1,Navrang Talkies (Andheri West) #1
257 - Andheri Bus Station West to Andheri Bus Station West,2,Mano Bina Apartment (Andheri West) #2
257 - Andheri Bus Station West to Andheri Bus Station West,3,Shoppers Stop (Andheri West) #1
257 - Andheri Bus Station West to Andheri Bus Station West,4,Andheri Bus Station West (Andheri West) #1
257 - Andheri Bus Station West to Andheri Bus Station West,5,Indian Oil Nagar (Andheri West) #2
257 - Andheri Bus Station West to Andheri Bus Station West,6,Juhu Shopping Centre (Andheri West) #4
257 - Andheri Bus Station West to Andheri Bus Station West,7,Andheri Market (Andheri West) #3
257 - Andheri Bus Station West to Andheri Bus Station West,8,J V P D Bus Station (Juhu) #2
257 - Andheri Bus Station West to Andheri Bus Station West,9,Dhake Colony (Andheri West) #1
257 - Andheri Bus Station West to Andheri Bus Station West,10,Esic Nagar (Andheri West) #2
257 - Andheri Bus Station West to Andheri Bus Station West,11,D N Nagar Or Barfiwala Vidyalaya (Andheri West) #2
257 - Andheri Bus Station West to Andheri Bus Station West,12,Andheri Bus Station West (Andheri West) #6
257 - Andheri Bus Station West to Andheri Bus Station West,13,Raj Kumar (Andheri West) #2
257 - Andheri Bus Station West to Andheri Bus Station West,14,Shahajiraje Sports Complex (Andheri West) #4
257 - Andheri Bus Station West to Andheri Bus Station West,15,New India Quarters (Andheri West) #3
257 - Andheri Bus Station West to Andheri Bus Station West,16,New D N Nagar (Juhu) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,1,Motilal Nagar Number 2 (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,2,Mitha Nagar (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,3,Chinchvali Bunder Road (Malad West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,4,C C I Colony (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,5,Bangur Nagar Police Chowkey (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,6,Nirlon Society (Malad West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,7,Bangur Nagar (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,8,Malad Depot (Malad West) #3
262 - Goregaon Bus Station West to Goregaon Bus Station West,9,Vinay Industries Or Subkuch Market (Malad West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,10,Ram Baug (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,11,Mitha Nagar (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,12,Ram Baug (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,13,C C I Colony (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,14,Goregaon Bus Station West (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,15,Ijmima (Malad West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,16,Bangur Nagar Police Chowkey (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,17,Paradigm B (Malad West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,18,Lokmanya Tilak Nagar (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,19,Lokmanya Tilak Nagar (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,20,Bangur Nagar (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,21,Inorbit Mall (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,22,Jawahar Nagar (Goregaon West) #1
262 - Goregaon Bus Station West to Goregaon Bus Station West,23,Vinay Industries Or Subkuch Market (Malad West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,24,Jain Mandir (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,25,Filmistan (Goregaon West) #3
262 - Goregaon Bus Station West to Goregaon Bus Station West,26,Jawahar Nagar (Goregaon West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,27,Technimont I C B House (Malad West)
262 - Goregaon Bus Station West to Goregaon Bus Station West,28,Chinchvali Bunder Road (Malad West) #2
262 - Goregaon Bus Station West to Goregaon Bus Station West,29,Nirlon Society (Malad West) #2
